600716,19960702,凤凰股份,
600717,19960614,天津港,
600718,19960618,东软集团,
600719,19960716,大连热电,
600720,19960716,祁连山,
600721,19960626,*ST百花,
600722,19960626,金牛化工,
600723,19960716,首商股份,1
600724,19960716,宁波富达,
600725,19960702,云维股份,
600726,19960701,华电能源,
600727,19960702,鲁北化工,
600728,19960716,佳都科技,
600729,19960702,重庆百货,
600730,19960726,中国高科,
600731,19960802,湖南海利,
600732,19960816,爱旭股份,
600733,19960816,北汽蓝谷,
600734,19960808,*ST实达,
600735,19960726,新华锦,
600736,19960815,苏州高新,
600737,19960731,中粮糖业,
600738,19960802,丽尚国潮,
600739,19960819,辽宁成大,
600740,19960808,山西焦化,
600741,19960826,华域汽车,
600742,19960826,一汽富维,
600743,19960909,华远地产,
600744,19960905,华银电力,
600745,19960828,闻泰科技,
600746,19960918,江苏索普,
600748,19960925,上实发展,
600749,19961015,西藏旅游,
600750,19960923,江中药业,
600751,19960909,海航科技,
600753,19960927,东方银星,
600754,19961011,锦江酒店,
600755,19961003,厦门国贸,
600756,19960923,浪潮软件,
600757,19961003,长江传媒,
600758,19961029,辽宁能源,
600759,19961008,洲际油气,
600760,19961011,中航沈飞,
600761,19961009,安徽合力,
600763,19961030,通策医疗,
600764,19961104,中国海防,
600765,19961106,中航重机,
600766,19961028,*ST园城,
600767,19961115,运盛医疗,1
600768,19961111,宁波富邦,
600769,19961101,祥龙电业,
600770,19961120,综艺股份,
600771,19961105,广誉远,
600773,19961108,西藏城投,
600774,19961108,汉商集团,
600775,19961118,南京熊猫,
600776,19961126,东方通信,
600777,19961121,新潮能源,
600778,19961203,友好集团,
600779,19961206,水井坊,
600780,19961205,通宝能源,
600781,19961218,ST辅仁,1
600782,19961225,新钢股份,
600783,19961225,鲁信创投,
600784,19961225,鲁银投资,
600785,19970108,新华百货,
600787,19970121,中储股份,
600789,19970226,鲁抗医药,
600790,19970228,轻纺城,
600791,19970130,京能置业,
600792,19970123,云煤能源,
600793,19970220,宜宾纸业,
600794,19970306,保税科技,
600795,19970318,国电电力,
600796,19970408,钱江生化,
600797,19970418,浙大网新,
600798,19970423,宁波海运,
600800,19931206,渤海化学,
600801,19940103,华新水泥,
600802,19940103,福建水泥,
600803,19940103,新奥股份,
600804,19940103,鹏博士,
